landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,gesture_label
0.020014651,-0.013244889,0.00704711,0.023501813,-0.15899345,0.0021287533,-0.02796889,-0.29169676,-0.020303551,-0.044180777,-0.4399234,-0.0041080914,-0.027902601,-0.5783184,-0.0193879,0.08080632,-0.26844433,-0.030776933,0.10541993,-0.4173725,-0.008566498,0.09855758,-0.54927176,0.0041922075,0.15868598,-0.67311114,0.0046524378,0.1694391,-0.21944907,0.0075010224,0.21603628,-0.38275987,-0.0052248896,0.21493535,-0.5155793,0.017980494,0.23091371,-0.64901805,0.0037689267,0.2583575,-0.1353828,-0.027021328,0.29945686,-0.29092318,-0.027844273,0.3247645,-0.41996104,-0.0024132559,0.35551462,-0.53208303,-0.012369765,0.33271563,0.0063402806,-0.011711506,0.37913594,-0.12305837,-0.0026584333,0.4234722,-0.24746536,0.0084199635,0.40780106,-0.35770547,-0.0025282803,open_palm
0.008228988,-0.0042114286,-0.012267363,0.007824978,-0.13572152,-0.027368855,-0.08080276,-0.29447797,0.017534146,-0.07097257,-0.41469997,-0.013681931,-0.080016136,-0.5478907,0.000699292,0.06254936,-0.26852158,0.0033377248,0.06743965,-0.41614458,0.0096841,0.054484278,-0.59175223,0.012020945,0.095358744,-0.69643867,-0.022318024,0.15546086,-0.22921234,0.021571135,0.17939766,-0.39350215,-0.010717567,0.18231863,-0.54189044,-0.0121808145,0.21394958,-0.63628346,0.013632584,0.23853715,-0.15448247,0.007675517,0.29312995,-0.28725812,0.007624454,0.314432,-0.42336935,0.004089497,0.28138128,-0.55001354,-0.0066743037,0.316002,-0.009816709,0.020747945,0.3952547,-0.15389822,0.016207501,0.39622253,-0.2733348,-0.013121656,0.39747596,-0.38509804,-0.015631825,open_palm
0.021570735,0.01073056,0.00013734527,0.025093826,-0.12522115,-0.0024349678,-0.038787726,-0.24834026,-0.008953179,-0.036934793,-0.360709,0.004695176,-0.024210904,-0.4773007,0.011948417,0.08603955,-0.20814745,0.00046695847,0.086770594,-0.367597,0.004135259,0.12209698,-0.4565129,0.013199756,0.13364558,-0.5874927,-0.0038292792,0.15682232,-0.19137667,-0.0069347294,0.187742,-0.319277,-0.007536793,0.21055318,-0.4438051,0.0029292526,0.2277809,-0.5532557,-0.0057748933,0.24498609,-0.12947358,-0.025399853,0.25117546,-0.22812589,0.00037100734,0.2996503,-0.32141584,-0.03207401,0.3151161,-0.4193241,-0.01353337,0.27946553,-0.0023135045,-0.0107321525,0.3328024,-0.07923821,0.022048641,0.35875645,-0.17263478,0.00042691772,0.39166138,-0.2903069,0.0015726939,open_palm
0.010215427,-0.008487174,0.011627974,-0.009893976,-0.14762928,0.010903216,-0.08559189,-0.25830027,0.00016782267,-0.10600808,-0.38810545,-0.023243602,-0.10685992,-0.52784127,-0.017307589,0.027106099,-0.25562686,-0.008322074,0.031857297,-0.42394316,-0.004883325,0.009684573,-0.54069823,0.0033463715,0.0001667593,-0.6448496,0.0007560284,0.10034546,-0.26493874,-0.00014783151,0.124295376,-0.3847991,-0.0003357895,0.12410171,-0.51393855,-0.013333259,0.10288975,-0.65183204,0.003467,0.23508063,-0.18416198,-0.030020399,0.22286195,-0.32239488,-0.0066927467,0.24304762,-0.43515757,-0.003740956,0.24664862,-0.5567644,-0.010347815,0.31575087,-0.07789283,0.0046763006,0.3442239,-0.18556693,0.019059313,0.3405353,-0.272846,-0.0027051773,0.319156,-0.4003121,-0.012914943,open_palm
0.006666985,-0.0074660126,0.011848861,0.01810797,-0.118275896,0.006352961,-0.048038296,-0.27777395,-0.0038148786,-0.088935025,-0.38081345,-0.0068573905,-0.07686936,-0.4771014,-0.0020366376,0.04869409,-0.24558319,0.0009085595,0.04829985,-0.3819617,0.01398369,0.07193306,-0.5101036,0.007074563,0.041728258,-0.62328273,0.011283474,0.14389883,-0.21937653,0.010636727,0.15264839,-0.3427425,0.0034723098,0.14670868,-0.48862758,-0.03516713,0.158946,-0.64484787,-0.02068156,0.2273011,-0.15013486,-0.013949146,0.24437363,-0.26505256,-0.005808362,0.2925235,-0.39868423,0.004896434,0.27935115,-0.50577927,-0.012028128,0.29821455,-0.036318507,-0.0163769,0.3362532,-0.16111603,0.011092293,0.35214692,-0.2637313,-0.0012741832,0.34846807,-0.3525923,-0.011996547,open_palm
-0.0049480423,-0.017002106,0.0053257523,0.0078035314,-0.17853098,0.0027537807,-0.07240584,-0.2956735,0.007583778,-0.1173455,-0.44597763,-0.0036314372,-0.104343735,-0.57831085,0.017751293,0.06827998,-0.27191648,-0.0013168101,0.053372815,-0.44933218,0.0014541354,0.052802898,-0.5981339,-0.00071139174,0.044276763,-0.74112254,0.0076069245,0.15325932,-0.26076126,0.008040951,0.16164589,-0.41578165,0.0045461114,0.15356933,-0.56771135,-0.006008937,0.15032041,-0.7256895,-0.012252542,0.25957763,-0.19189213,-0.0040419837,0.300514,-0.33356372,0.0037925744,0.31061703,-0.46890646,-0.02529544,0.29244283,-0.6307421,0.00043271913,0.35304937,-0.035906274,0.014251613,0.40019226,-0.19266625,0.0058219335,0.4038959,-0.314659,0.011833636,0.3945051,-0.42257613,0.008128816,open_palm
0.008382796,0.0012231106,-0.0091478815,-0.012587684,-0.1484334,0.0065111336,-0.091441736,-0.25856736,-0.014901066,-0.10347931,-0.39471412,0.029341562,-0.11953186,-0.5014163,0.0017981089,0.0386968,-0.25475368,0.005336722,0.02948949,-0.39017212,-0.005477654,0.04279513,-0.54786915,-0.00072302215,0.014522993,-0.6482616,0.017341511,0.12779239,-0.24112377,-0.013375403,0.13315737,-0.40000793,-0.010954536,0.1363531,-0.5070477,0.033710532,0.12477088,-0.6192374,0.0029250297,0.2226227,-0.16883014,0.0007429978,0.2520333,-0.31189272,-0.016777316,0.2396769,-0.4223562,-0.003320401,0.23976013,-0.5435264,0.009539187,0.31376448,-0.060209673,0.014715515,0.36643848,-0.17006017,0.011683962,0.3700354,-0.27617064,0.00736919,0.35117668,-0.3874638,-0.013168052,open_palm
-0.009535193,0.01564278,0.010082642,-0.0015859776,-0.16503274,-0.013826986,-0.1254422,-0.29038602,0.0009478646,-0.14866158,-0.44434217,0.0042244135,-0.19097273,-0.57480603,3.73026e-05,-0.0008409503,-0.2992033,-0.002210109,-0.01581546,-0.44767475,-0.0011813521,-0.033639457,-0.6450881,-0.010730488,-0.04941739,-0.757567,0.01658049,0.11661729,-0.27229884,0.0007404556,0.11039336,-0.45189404,4.5555018e-05,0.11113741,-0.6404365,-0.024018548,0.06844602,-0.7418449,0.008281253,0.24119157,-0.22983374,0.012228524,0.2620923,-0.37788886,0.0115518905,0.24694309,-0.52833396,0.0083738025,0.21866605,-0.64970255,0.017675443,0.3200111,-0.113692895,-0.014244845,0.37135836,-0.24512154,-0.018087909,0.35913262,-0.3831101,0.029489089,0.36753842,-0.49505863,-0.0043629995,open_palm
-0.0014025623,-0.011974224,-0.0010182064,-0.018434128,-0.16371192,0.0017835251,-0.07660763,-0.28392747,-0.015845869,-0.09063789,-0.44290578,0.007594295,-0.10035589,-0.58377904,-0.0037943725,0.046985574,-0.2706623,-0.0016918548,0.06180212,-0.43080056,-0.0030798493,0.053139355,-0.5639488,0.023525815,0.030016568,-0.72192734,0.017819025,0.13284487,-0.27276707,-0.0058343294,0.16165985,-0.41264233,-0.0078067635,0.14929493,-0.5745298,-0.010554115,0.18537974,-0.68606627,0.010641108,0.24236223,-0.186484,-0.008562648,0.24804142,-0.34489864,-0.021727424,0.26383495,-0.47661474,0.015899468,0.28060925,-0.57048947,0.0049317908,0.3496969,-0.06064315,0.0062874113,0.39093485,-0.19050638,0.0067144847,0.39990377,-0.3137846,-0.013473221,0.36915886,-0.41955316,0.0039241184,open_palm
0.006846444,0.0074182884,0.018622562,0.03585812,-0.16445252,0.020203035,-0.04934068,-0.2829623,0.0008158395,-0.049074296,-0.46220562,-0.0020587742,-0.045044668,-0.56101775,0.018201511,0.068048775,-0.26528716,-0.008704699,0.09197319,-0.4222164,-0.00046245914,0.13955618,-0.57957166,0.011992036,0.13627684,-0.6861852,-0.005365892,0.17590377,-0.2362823,-0.0100326855,0.21514027,-0.3781614,0.0071226563,0.24617323,-0.52100927,-0.0044993362,0.24863376,-0.6678342,0.0002802638,0.26134348,-0.13062863,0.004364378,0.3155769,-0.27391374,-0.026047384,0.32198295,-0.40943024,0.00072562136,0.35542253,-0.5582156,-0.00027880454,0.36624837,0.004253623,0.0020364786,0.39538392,-0.1370079,-0.025550375,0.43033418,-0.24270791,-0.018907432,0.42420155,-0.37989938,-0.011584214,open_palm
-0.030554017,0.0073712454,0.009046261,0.00453218,-0.19661461,-0.011957023,-0.060105,-0.3488062,-0.004170281,-0.104263596,-0.46254453,-0.008101367,-0.078716785,-0.6100138,0.02203471,0.05563873,-0.29379836,-0.017820666,0.08040743,-0.48540616,-0.00672905,0.07289788,-0.65075773,0.0027452405,0.09081078,-0.7619648,-0.019066771,0.166813,-0.2621301,-0.022535864,0.17407002,-0.42685902,0.0032411453,0.19945627,-0.5819097,0.0056226333,0.2084436,-0.7051716,-0.0025656547,0.26643366,-0.18300912,0.0052678925,0.31009927,-0.3547454,0.027718132,0.3380044,-0.495241,0.010991164,0.3276858,-0.62346804,0.0067472747,0.35407397,-0.034783937,0.022955459,0.42620236,-0.18611786,-0.0060852636,0.43284354,-0.31762472,-0.0045336783,0.4431736,-0.45823252,0.0103440005,open_palm
-0.013523855,0.015943572,0.014947619,0.0219815,-0.15379514,0.009949453,-0.047934078,-0.2779991,-0.0002915686,-0.056731682,-0.38003534,0.0021271363,-0.04854043,-0.48656055,0.014712407,0.020599706,-0.24513076,-0.0019758123,0.045143355,-0.3848506,0.014985093,0.062898375,-0.50852084,-0.010989882,0.07624738,-0.6033234,-0.006510694,0.14956744,-0.2387161,0.022347812,0.17076035,-0.3533718,0.0069065583,0.15707709,-0.47260952,-0.0038878173,0.17991923,-0.6011942,-0.006967817,0.23788467,-0.14292455,0.007820978,0.26633537,-0.26432064,-0.005026185,0.31130978,-0.4061321,0.015131248,0.3002998,-0.5067351,0.026751284,0.31379446,-0.01052625,0.00033626624,0.3444776,-0.13943745,0.004686367,0.38131288,-0.24254547,-0.010937324,0.37302592,-0.33381847,0.0078559145,open_palm
-0.01114787,-0.010418321,-0.01962556,-0.018307008,-0.1344348,-0.0052798525,-0.14611265,-0.25276333,0.013450088,-0.15615222,-0.35518622,-0.016688226,-0.14924258,-0.47688395,0.0034804847,0.025420899,-0.22762299,-0.0036787875,-0.032167517,-0.39205578,0.006118779,-0.04605193,-0.51743007,0.017606175,-0.06308007,-0.5918388,0.0010889107,0.11071103,-0.23784158,0.011555527,0.068337046,-0.38721797,0.0055164713,0.06774463,-0.5099232,-0.01543672,0.022638574,-0.63427866,-0.021211466,0.18942682,-0.1804602,-0.00016098944,0.16793434,-0.3250178,-0.0019535879,0.21077654,-0.45726666,-0.004688131,0.18027891,-0.539718,0.0067597567,0.28787842,-0.08704934,0.009331315,0.29404148,-0.20175438,-0.016476037,0.29967096,-0.31830296,-0.007395517,0.27105248,-0.42435947,-0.0128604155,open_palm
0.0038735697,-0.013801026,0.008543724,-0.013289921,-0.13743944,-0.007495241,-0.05211771,-0.24037865,-0.0025408056,-0.07862539,-0.39168113,-0.00051760307,-0.059870396,-0.4780314,0.000814958,0.043014005,-0.22417502,-0.0239696,0.017195566,-0.3717523,-0.008578518,0.053956427,-0.4999922,-0.023214368,0.023706218,-0.63372135,-0.0028095064,0.121153414,-0.22200476,0.012946549,0.14739369,-0.3495406,-0.025616324,0.14130665,-0.4714755,0.0037126988,0.1463873,-0.5966329,0.024105065,0.19858252,-0.14636149,-0.020248173,0.22588989,-0.25891247,-0.0031307978,0.25661117,-0.38743097,-0.0012594978,0.254899,-0.49768865,-0.021368857,0.27807367,-0.034980446,0.0047461092,0.30451566,-0.16327482,-0.006980656,0.3283546,-0.27554962,-0.007540453,0.31593838,-0.34564498,0.009709456,open_palm
0.0016790917,-0.009798901,-0.013761985,-0.031948306,-0.1454896,-0.013961686,-0.11016282,-0.2375825,-0.01904518,-0.14947684,-0.3749033,0.0040981043,-0.16784388,-0.50919616,-0.015148671,-7.9267316e-05,-0.24133478,-0.02657025,-0.018326994,-0.386468,-0.0018363105,-0.035161223,-0.53786063,-0.0014323944,-0.07774714,-0.6678534,0.01131319,0.08241769,-0.25454068,-0.016637307,0.0658438,-0.39040995,-0.008754927,0.06663343,-0.52076524,0.0038501958,0.04842847,-0.61755997,-0.012811125,0.19513693,-0.18491897,0.015174477,0.18702142,-0.33507302,0.016297454,0.20146076,-0.44984823,-0.0026122164,0.16503422,-0.55765253,-0.0030284894,0.29591855,-0.09047853,-0.008136858,0.32167065,-0.18145055,-0.02132384,0.31183216,-0.33721894,0.006928831,0.28415644,-0.41868272,0.014106079,open_palm
-0.028131574,0.019085428,0.004500746,-0.008336391,-0.18207566,-0.009969238,-0.1272535,-0.30140954,0.003396823,-0.15816802,-0.47582632,0.011685829,-0.18951726,-0.6022013,-0.017653383,0.012399571,-0.3360283,0.007780728,-0.03423083,-0.48501715,-0.001430026,-0.022143578,-0.6440772,-0.0083296625,-0.05927368,-0.76060843,0.006435564,0.11619626,-0.30175176,-0.018806126,0.11537748,-0.48888737,0.009021558,0.09098873,-0.6065633,-0.013201627,0.07119692,-0.747577,0.014296676,0.23402028,-0.2322698,2.3992277e-05,0.25939324,-0.40387034,-0.0010718448,0.22956118,-0.5403949,0.005400248,0.2178299,-0.6939287,0.011862382,0.36564586,-0.11131969,-0.0033672054,0.369479,-0.26569676,-0.006453736,0.39637414,-0.39643365,0.0076825637,0.34841245,-0.50715345,-0.001696746,open_palm
-0.018870339,-0.016583389,-0.00638253,0.012382881,-0.16289154,-0.005589218,-0.009911911,-0.3487037,0.0024435981,-0.04877101,-0.49404797,0.0016970336,-0.039417975,-0.63072413,0.02283489,0.088578045,-0.29164857,0.01229906,0.12124823,-0.48073944,-0.027308837,0.15645438,-0.63175243,-0.012152206,0.17217894,-0.77164984,-0.0063411137,0.20952131,-0.2702039,0.012567784,0.22403277,-0.42808503,0.023075355,0.28170487,-0.5867754,-0.011286363,0.28372264,-0.72131866,0.00045027878,0.300258,-0.15795232,-0.0025725013,0.34315434,-0.3149326,0.010975488,0.37894773,-0.45462325,-0.009837047,0.40741363,-0.5930882,0.017728724,0.38439384,-0.011462145,0.008054736,0.4374915,-0.14078423,0.0037658282,0.47397125,-0.2555725,-0.009294121,0.48132974,-0.39905167,-0.006787665,open_palm
0.020519327,0.027211731,-0.012368605,-0.0019013918,-0.1546301,-0.009331271,-0.08762935,-0.27351707,-0.012622647,-0.10309853,-0.40621364,0.010105523,-0.114760384,-0.47967845,-0.0054166135,0.033391505,-0.26920474,0.0204731,0.043031786,-0.39998105,-0.01616163,0.029562455,-0.5481492,0.017548263,0.034547653,-0.6459593,-0.029236509,0.11476962,-0.22850302,0.014554604,0.14650194,-0.39655912,0.0036186278,0.14263166,-0.53787065,-9.4854186e-05,0.13153446,-0.6339924,-0.022225942,0.21762103,-0.17694078,-0.0017768688,0.24030757,-0.31002653,-0.0004764754,0.25936615,-0.43032688,-0.0049157874,0.2436001,-0.5619542,0.0057244217,0.3082123,-0.05240437,0.011528811,0.3198759,-0.19907935,0.0032856462,0.35039485,-0.28594688,-0.005545525,0.34707075,-0.3796591,0.0058077876,open_palm
0.009230834,0.014660744,0.007734701,-0.030748231,-0.1468605,0.010326357,-0.101624794,-0.28897655,-0.002717455,-0.15086915,-0.41969827,-0.013407932,-0.1723612,-0.5477298,0.0010555547,0.007607419,-0.287392,0.017739348,-0.027374597,-0.45661113,0.00013182616,-0.024865195,-0.61214805,-0.015723562,-0.07601941,-0.71774405,-0.01341967,0.10634749,-0.26915318,-0.0076985126,0.10387468,-0.43697396,0.008065372,0.08660831,-0.59663117,-0.002023821,0.077277675,-0.70756423,-0.016763546,0.23155002,-0.23125859,0.016950157,0.24811465,-0.3634194,0.0018867941,0.22614662,-0.4943885,-0.004449338,0.20499809,-0.6146782,-0.0067416783,0.3267561,-0.11040461,-0.012773673,0.33602843,-0.2269855,0.021706974,0.36924884,-0.38055944,0.008698256,0.34407258,-0.47880906,0.0012173692,open_palm
-0.012762717,0.00239562,-0.018734435,-0.0011168958,-0.13477102,-0.009398159,-0.10632273,-0.29632396,-0.0031969624,-0.12638992,-0.42530727,0.005436225,-0.13142414,-0.5470604,-0.006654869,0.038336884,-0.25951704,-0.0015603127,0.024770549,-0.43755275,0.0003884412,0.011986709,-0.5665207,0.0052255,-0.0052513164,-0.6724169,0.006622305,0.08953626,-0.2379474,-0.036571592,0.11932273,-0.38750082,-0.0038074406,0.101489894,-0.559995,0.012322869,0.08992112,-0.6509744,-0.0006612252,0.2118381,-0.1956855,-0.012206692,0.25883213,-0.31868607,-0.020629933,0.24678497,-0.46579865,0.01552212,0.21951759,-0.55333304,-0.00039953686,0.30705643,-0.07393764,-0.009619426,0.33830792,-0.1941639,-0.014734986,0.3311383,-0.31801882,-0.021634275,0.33287624,-0.431711,-0.010454593,open_palm
